farm_id,year,n_turb,capacity_kW,n_hours,wake_model,AEP_kWh,CF,WakeLoss,Volatility_kW,CV,P5_kW,P95_kW,RampFreq,low_hours,high_hours
158,2021,7,70000.0,7856,curl,241539429.2,0.4392,0.0628,24404.7,0.7938,1413.7,64505.0,0.0414,0.2175,0.2733
161,2021,5,50000.0,7779,gaussian,213405201.2,0.5487,0.0194,17661.6,0.6438,1320.7,46075.0,0.0469,0.1573,0.4001
161,2021,5,50000.0,7779,jensen,212413441.0,0.5461,0.0239,17672.2,0.6472,1277.4,46075.0,0.0480,0.1584,0.3976
161,2021,5,50000.0,7779,curl,213044025.4,0.5477,0.0210,17665.6,0.6450,1289.5,46075.0,0.0455,0.1584,0.3994
162,2021,5,50000.0,7793,gaussian,175508454.0,0.4504,0.0176,17096.3,0.7591,1084.0,46075.0,0.0408,0.1986,0.2717
162,2021,5,50000.0,7793,jensen,174603547.0,0.4481,0.0227,17100.8,0.7633,1047.7,46075.0,0.0402,0.2011,0.2702
162,2021,5,50000.0,7793,curl,175189332.2,0.4496,0.0194,17098.6,0.7606,1077.8,46075.0,0.0406,0.1993,0.2717
163,2021,5,50000.0,8097,gaussian,198522408.8,0.4904,0.0810,16521.4,0.6738,1449.0,46075.0,0.0399,0.1472,0.2728
163,2021,5,50000.0,8097,jensen,186176868.6,0.4599,0.1381,16221.9,0.7055,1298.4,46075.0,0.0396,0.1669,0.2270
163,2021,5,50000.0,8097,curl,195693579.6,0.4834,0.0941,16478.2,0.6818,1387.0,46075.0,0.0372,0.1524,0.2649
164,2021,5,50000.0,7906,gaussian,229230552.4,0.5799,0.0180,17417.3,0.6007,1458.0,46075.0,0.0476,0.1361,0.4375
164,2021,5,50000.0,7906,jensen,228697277.3,0.5785,0.0202,17429.8,0.6025,1458.8,46075.0,0.0483,0.1369,0.4359
164,2021,5,50000.0,7906,curl,228919906.7,0.5791,0.0193,17423.8,0.6017,1458.4,46075.0,0.0468,0.1370,0.4369
170,2021,3,30000.0,7385,gaussian,100268130.1,0.4526,0.0071,10457.1,0.7702,616.1,27645.0,0.0578,0.2066,0.2841
170,2021,3,30000.0,7385,jensen,99919725.0,0.4510,0.0105,10469.2,0.7738,605.0,27645.0,0.0585,0.2103,0.2826
170,2021,3,30000.0,7385,curl,100163710.6,0.4521,0.0081,10460.7,0.7713,605.0,27645.0,0.0580,0.2077,0.2834
2,2022,572,5720000.0,8048,gaussian,21298786044.0,0.4627,0.1647,1985784.5,0.7504,104797.0,5270980.0,0.0511,0.1900,0.2906
2,2022,572,5720000.0,8048,jensen,20867468864.5,0.4533,0.1816,1969010.6,0.7594,106138.7,5270980.0,0.0466,0.1952,0.2735
2,2022,572,5720000.0,8048,curl,21387794167.7,0.4646,0.1612,1985370.5,0.7471,107161.0,5270980.0,0.0503,0.1886,0.2926
5,2022,339,3390000.0,8236,gaussian,15841871180.4,0.5674,0.0594,1179119.4,0.6130,99975.1,3123885.0,0.0601,0.1300,0.4227
5,2022,339,3390000.0,8236,jensen,15925245646.5,0.5704,0.0544,1177114.3,0.6088,101610.5,3123885.0,0.0578,0.1282,0.4267
5,2022,339,3390000.0,8236,curl,15904770199.3,0.5697,0.0556,1178023.8,0.6100,101672.9,3123885.0,0.0584,0.1292,0.4261
7,2022,284,2840000.0,8229,gaussian,12057305227.9,0.5159,0.1391,987311.4,0.6738,62282.0,2617060.0,0.0536,0.1560,0.3518
7,2022,284,2840000.0,8229,jensen,11932861344.0,0.5106,0.1480,989032.8,0.6820,59950.1,2617060.0,0.0508,0.1599,0.3445
7,2022,284,2840000.0,8229,curl,12113777336.4,0.5183,0.1350,987595.2,0.6709,63593.7,2617060.0,0.0525,0.1540,0.3547
9,2022,267,2670000.0,7941,gaussian,10597226367.4,0.4998,0.1427,946697.5,0.7094,45858.2,2460405.0,0.0550,0.1789,0.3406
9,2022,267,2670000.0,7941,jensen,10331887162.1,0.4873,0.1641,946991.4,0.7278,43420.7,2460405.0,0.0506,0.1886,0.3273
9,2022,267,2670000.0,7941,curl,10605768584.6,0.5002,0.1420,947559.4,0.7095,45069.5,2460405.0,0.0529,0.1787,0.3435
10,2022,186,1860000.0,8246,gaussian,9032937257.4,0.5889,0.0629,645546.7,0.5893,53779.0,1713990.0,0.0536,0.1260,0.4508
10,2022,186,1860000.0,8246,jensen,9040176797.0,0.5894,0.0622,645532.2,0.5888,53262.6,1713990.0,0.0530,0.1260,0.4546
10,2022,186,1860000.0,8246,curl,9058704471.7,0.5906,0.0603,645605.3,0.5877,53602.6,1713990.0,0.0506,0.1258,0.4563
11,2022,246,2460000.0,8230,gaussian,10711660023.2,0.5291,0.1365,858060.7,0.6593,56329.9,2266890.0,0.0559,0.1418,0.3643
11,2022,246,2460000.0,8230,jensen,10527296849.2,0.5200,0.1513,860894.3,0.6730,53020.3,2266890.0,0.0541,0.1496,0.3560
11,2022,246,2460000.0,8230,curl,10737993314.6,0.5304,0.1343,859244.0,0.6586,56372.5,2266890.0,0.0546,0.1412,0.3690
13,2022,215,2150000.0,7932,gaussian,7065048385.4,0.4143,0.1977,730069.5,0.8197,27359.7,1981225.0,0.0658,0.2363,0.2371
13,2022,215,2150000.0,7932,jensen,6735450241.4,0.3950,0.2352,723534.2,0.8521,26317.9,1981225.0,0.0530,0.2530,0.2196
13,2022,215,2150000.0,7932,curl,7048259912.5,0.4133,0.1997,730417.8,0.8220,26899.0,1981225.0,0.0556,0.2379,0.2380
15,2022,133,1330000.0,8097,gaussian,5149816963.2,0.4782,0.0928,462489.0,0.7272,27512.8,1225595.0,0.0525,0.1803,0.3038
15,2022,133,1330000.0,8097,jensen,5109191358.6,0.4744,0.1000,461083.4,0.7307,27604.3,1225595.0,0.0504,0.1840,0.2963
15,2022,133,1330000.0,8097,curl,5155832900.5,0.4788,0.0918,462658.7,0.7266,27576.3,1225595.0,0.0508,0.1801,0.3049
16,2022,178,1780000.0,8282,gaussian,8207360960.0,0.5567,0.0907,616404.7,0.6220,52339.8,1640270.0,0.0514,0.1316,0.4015
16,2022,178,1780000.0,8282,jensen,8146220800.2,0.5526,0.0975,617227.9,0.6275,50435.1,1640270.0,0.0504,0.1343,0.3954
16,2022,178,1780000.0,8282,curl,8219737848.2,0.5576,0.0894,616838.8,0.6215,52580.8,1640270.0,0.0510,0.1311,0.4030
17,2022,175,1750000.0,8154,gaussian,6222513726.4,0.4361,0.1777,601131.2,0.7877,26990.0,1612625.0,0.0835,0.2028,0.2648
17,2022,175,1750000.0,8154,jensen,6064293105.1,0.4250,0.1987,598060.0,0.8041,24724.7,1612625.0,0.0731,0.2155,0.2510
17,2022,175,1750000.0,8154,curl,6235427385.0,0.4370,0.1760,600588.8,0.7854,26144.0,1612625.0,0.0756,0.2024,0.2644
18,2022,151,1510000.0,8219,gaussian,6685991920.4,0.5387,0.1019,520644.7,0.6400,39719.9,1391465.0,0.0460,0.1381,0.3745
18,2022,151,1510000.0,8219,jensen,6602425263.2,0.5320,0.1131,521260.1,0.6489,37531.4,1391465.0,0.0444,0.1419,0.3670
18,2022,151,1510000.0,8219,curl,6687630670.2,0.5389,0.1017,521192.5,0.6405,39278.3,1391465.0,0.0458,0.1383,0.3751
20,2022,167,1670000.0,8266,gaussian,7573497104.5,0.5486,0.1172,579670.4,0.6327,44582.8,1538905.0,0.0490,0.1343,0.3877
20,2022,167,1670000.0,8266,jensen,7452188557.0,0.5398,0.1313,580732.2,0.6442,41998.4,1538905.0,0.0462,0.1409,0.3776
20,2022,167,1670000.0,8266,curl,7581547108.5,0.5492,0.1162,580228.3,0.6326,44222.9,1538905.0,0.0482,0.1343,0.3903
22,2022,161,1610000.0,8038,gaussian,5629970606.6,0.4350,0.1975,548254.1,0.7828,22585.3,1483615.0,0.0414,0.2210,0.2447
22,2022,161,1610000.0,8038,jensen,5324953096.8,0.4115,0.2409,541731.0,0.8177,21097.7,1483615.0,0.0386,0.2428,0.2162
22,2022,161,1610000.0,8038,curl,5604252239.6,0.4331,0.2011,548743.0,0.7870,22081.8,1483615.0,0.0401,0.2233,0.2426
23,2022,75,750000.0,8281,gaussian,3277608065.3,0.5277,0.1177,262725.4,0.6638,16403.5,691125.0,0.0571,0.1546,0.3700
23,2022,75,750000.0,8281,jensen,3197372685.8,0.5148,0.1393,263565.1,0.6826,14265.3,691125.0,0.0548,0.1634,0.3560
23,2022,75,750000.0,8281,curl,3270566048.0,0.5266,0.1196,263049.5,0.6660,15707.9,691125.0,0.0537,0.1561,0.3694
25,2022,152,1520000.0,8051,gaussian,6346737461.5,0.5186,0.1030,533814.4,0.6772,29555.9,1400680.0,0.0421,0.1731,0.3489
25,2022,152,1520000.0,8051,jensen,6240131346.9,0.5099,0.1180,530914.4,0.6850,28726.5,1400680.0,0.0363,0.1775,0.3283
25,2022,152,1520000.0,8051,curl,6347272796.9,0.5187,0.1029,533995.0,0.6773,29355.8,1400680.0,0.0415,0.1733,0.3490
26,2022,140,1400000.0,8151,gaussian,5649047843.0,0.4950,0.1086,482919.6,0.6968,33950.8,1290100.0,0.0626,0.1570,0.3171
26,2022,140,1400000.0,8151,jensen,5627635138.1,0.4932,0.1119,482949.8,0.6995,32782.7,1290100.0,0.0591,0.1574,0.3155
26,2022,140,1400000.0,8151,curl,5667861186.7,0.4967,0.1056,483230.4,0.6949,33907.3,1290100.0,0.0600,0.1556,0.3198
27,2022,138,1380000.0,8320,gaussian,6600291958.4,0.5749,0.1033,468926.7,0.5911,37299.7,1271670.0,0.0434,0.1242,0.4111
27,2022,138,1380000.0,8320,jensen,6431288081.8,0.5601,0.1263,467555.1,0.6049,35319.8,1271670.0,0.0395,0.1304,0.3683
27,2022,138,1380000.0,8320,curl,6584392337.3,0.5735,0.1055,469279.4,0.5930,36610.7,1271670.0,0.0426,0.1254,0.4078
29,2022,131,1310000.0,8027,gaussian,5297256095.3,0.5038,0.1334,461437.9,0.6992,21907.0,1207165.0,0.0424,0.1952,0.3298
29,2022,131,1310000.0,8027,jensen,5195434680.5,0.4941,0.1500,460274.9,0.7111,21417.7,1207165.0,0.0401,0.2019,0.3151
29,2022,131,1310000.0,8027,curl,5301200193.6,0.5041,0.1327,461903.2,0.6994,21913.3,1207165.0,0.0429,0.1948,0.3313
30,2022,129,1290000.0,8133,gaussian,4842695706.9,0.4616,0.1708,437526.4,0.7348,24542.0,1188735.0,0.0601,0.1857,0.2663
30,2022,129,1290000.0,8133,jensen,4661678719.3,0.4443,0.2018,436502.4,0.7615,21938.4,1188735.0,0.0573,0.2020,0.2495
30,2022,129,1290000.0,8133,curl,4833579182.0,0.4607,0.1723,438290.1,0.7375,23726.3,1188735.0,0.0574,0.1869,0.2671
31,2022,60,600000.0,8117,gaussian,2190021259.9,0.4497,0.1923,212444.1,0.7874,9063.1,552900.0,0.0824,0.2259,0.2871
31,2022,60,600000.0,8117,jensen,2022646879.5,0.4153,0.2540,210975.4,0.8467,8195.5,552900.0,0.0657,0.2575,0.2592
31,2022,60,600000.0,8117,curl,2163457430.0,0.4442,0.2021,212477.0,0.7972,8622.1,552900.0,0.0747,0.2308,0.2826
36,2022,116,1160000.0,8003,gaussian,3924123161.0,0.4227,0.1791,395288.4,0.8062,14812.7,1068940.0,0.0872,0.2165,0.2428
36,2022,116,1160000.0,8003,jensen,3809379319.8,0.4103,0.2031,394157.7,0.8281,14465.2,1068940.0,0.0727,0.2295,0.2334
36,2022,116,1160000.0,8003,curl,3925353251.9,0.4228,0.1788,395607.8,0.8066,14859.5,1068940.0,0.0801,0.2175,0.2443
40,2022,73,730000.0,8195,gaussian,3825928232.7,0.6395,0.0279,244888.7,0.5245,29329.3,672695.0,0.0519,0.0990,0.5223
40,2022,73,730000.0,8195,jensen,3833645695.1,0.6408,0.0259,244536.8,0.5227,30119.2,672695.0,0.0520,0.0988,0.5240
40,2022,73,730000.0,8195,curl,3831097382.2,0.6404,0.0266,244776.7,0.5236,29692.1,672695.0,0.0515,0.0987,0.5246
43,2022,111,1110000.0,8022,gaussian,4718287198.4,0.5299,0.0839,389377.3,0.6620,24200.2,1022865.0,0.0458,0.1674,0.3690
43,2022,111,1110000.0,8022,jensen,4667585406.7,0.5242,0.0938,388475.4,0.6677,23924.4,1022865.0,0.0438,0.1710,0.3578
43,2022,111,1110000.0,8022,curl,4719695093.2,0.5300,0.0837,389608.8,0.6622,24090.7,1022865.0,0.0458,0.1684,0.3705
48,2022,102,1020000.0,8151,gaussian,4358493630.4,0.5242,0.0788,358853.0,0.6711,30436.9,939930.0,0.0720,0.1509,0.3720
48,2022,102,1020000.0,8151,jensen,4341297563.5,0.5222,0.0824,359284.4,0.6746,28938.9,939930.0,0.0670,0.1546,0.3694
48,2022,102,1020000.0,8151,curl,4365918994.7,0.5251,0.0772,358805.9,0.6699,30175.9,939930.0,0.0687,0.1507,0.3735
49,2022,101,1010000.0,8086,gaussian,3472423755.8,0.4252,0.2235,348378.7,0.8112,11949.9,930715.0,0.0889,0.2293,0.2539
49,2022,101,1010000.0,8086,jensen,3211111910.4,0.3932,0.2819,344318.9,0.8670,11316.1,930715.0,0.0813,0.2626,0.2246
49,2022,101,1010000.0,8086,curl,3441697322.3,0.4214,0.2304,348056.4,0.8177,11544.2,930715.0,0.0788,0.2321,0.2506
51,2022,91,910000.0,8121,gaussian,3787124003.9,0.5125,0.1140,314427.2,0.6742,23023.9,838565.0,0.0548,0.1590,0.3342
51,2022,91,910000.0,8121,jensen,3733024107.0,0.5051,0.1267,314207.4,0.6835,21614.2,838565.0,0.0518,0.1639,0.3236
51,2022,91,910000.0,8121,curl,3786839380.1,0.5124,0.1141,314693.7,0.6749,22786.6,838565.0,0.0542,0.1587,0.3354
53,2022,90,900000.0,8134,gaussian,3998564413.4,0.5462,0.0663,309910.4,0.6304,26056.7,829350.0,0.0589,0.1320,0.3811
53,2022,90,900000.0,8134,jensen,3993609571.1,0.5455,0.0674,309387.9,0.6301,25587.1,829350.0,0.0553,0.1311,0.3787
53,2022,90,900000.0,8134,curl,4006062955.2,0.5472,0.0645,309850.2,0.6291,25751.0,829350.0,0.0556,0.1312,0.3811
54,2022,89,890000.0,8142,gaussian,3140471367.8,0.4334,0.1831,312725.1,0.8108,11312.0,820135.0,0.0795,0.2345,0.2702
54,2022,89,890000.0,8142,jensen,2983211033.7,0.4117,0.2240,311096.1,0.8491,10538.0,820135.0,0.0656,0.2566,0.2506
54,2022,89,890000.0,8142,curl,3122336057.5,0.4309,0.1878,312845.1,0.8158,11005.7,820135.0,0.0749,0.2373,0.2673
55,2022,88,880000.0,8187,gaussian,3553329838.8,0.4932,0.1539,312372.1,0.7197,15359.3,810920.0,0.0977,0.1871,0.3310
55,2022,88,880000.0,8187,jensen,3398980425.7,0.4718,0.1906,311432.7,0.7501,13076.8,810920.0,0.0847,0.2048,0.3087
55,2022,88,880000.0,8187,curl,3537040513.5,0.4909,0.1577,312127.3,0.7225,14276.8,810920.0,0.0882,0.1882,0.3306
58,2022,81,810000.0,7972,gaussian,2369265468.7,0.3669,0.1329,251384.9,0.8458,13803.6,746415.0,0.0605,0.2210,0.1662
58,2022,81,810000.0,7972,jensen,2354362138.5,0.3646,0.1384,251047.8,0.8501,13262.0,746415.0,0.0603,0.2252,0.1656
58,2022,81,810000.0,7972,curl,2373446212.5,0.3676,0.1314,251734.6,0.8455,13690.8,746415.0,0.0612,0.2206,0.1672
59,2022,80,800000.0,8307,gaussian,3435521925.4,0.5170,0.1786,281232.5,0.6800,13768.5,737200.0,0.0925,0.1708,0.3505
59,2022,80,800000.0,8307,jensen,3234518627.3,0.4867,0.2266,281042.1,0.7218,12345.9,737200.0,0.0815,0.1951,0.3152
59,2022,80,800000.0,8307,curl,3414740576.8,0.5138,0.1835,281186.4,0.6840,13402.7,737200.0,0.0781,0.1727,0.3455
60,2022,80,800000.0,8298,gaussian,3946980172.7,0.5946,0.0655,271904.4,0.5716,27720.7,737200.0,0.0540,0.1120,0.4455
60,2022,80,800000.0,8298,jensen,3922810669.7,0.5909,0.0712,272651.2,0.5767,27450.5,737200.0,0.0538,0.1140,0.4402
60,2022,80,800000.0,8298,curl,3946971031.1,0.5946,0.0655,272233.4,0.5723,27899.9,737200.0,0.0532,0.1122,0.4465
61,2022,80,800000.0,8257,gaussian,3629756675.1,0.5495,0.1270,275881.2,0.6276,20548.2,737200.0,0.0601,0.1336,0.3814
61,2022,80,800000.0,8257,jensen,3503134409.7,0.5303,0.1575,276363.2,0.6514,17914.4,737200.0,0.0508,0.1444,0.3574
61,2022,80,800000.0,8257,curl,3613202969.0,0.5470,0.1310,276211.4,0.6312,19933.7,737200.0,0.0562,0.1355,0.3781
65,2022,75,750000.0,8281,gaussian,3221977445.2,0.5188,0.1327,261485.3,0.6721,16401.4,691125.0,0.0472,0.1581,0.3552
65,2022,75,750000.0,8281,jensen,3125382950.1,0.5032,0.1587,262628.8,0.6959,14000.2,691125.0,0.0498,0.1664,0.3396
65,2022,75,750000.0,8281,curl,3212933533.1,0.5173,0.1351,262077.1,0.6755,15891.4,691125.0,0.0484,0.1588,0.3553
67,2022,73,730000.0,8128,gaussian,2660277401.0,0.4484,0.2076,248438.0,0.7591,10673.9,672695.0,0.0896,0.1987,0.2569
67,2022,73,730000.0,8128,jensen,2465674521.9,0.4156,0.2656,244885.6,0.8073,9742.4,672695.0,0.0774,0.2271,0.2229
67,2022,73,730000.0,8128,curl,2634744844.2,0.4441,0.2152,247997.4,0.7651,10212.3,672695.0,0.0765,0.2002,0.2515
68,2022,72,720000.0,8325,gaussian,3551409751.5,0.5925,0.0648,248114.7,0.5816,23426.3,663480.0,0.0716,0.1162,0.4566
68,2022,72,720000.0,8325,jensen,3524292351.8,0.5880,0.0719,248486.2,0.5870,22687.0,663480.0,0.0676,0.1176,0.4498
68,2022,72,720000.0,8325,curl,3548357823.8,0.5920,0.0656,248035.9,0.5819,23209.4,663480.0,0.0663,0.1151,0.4556
73,2022,67,670000.0,8177,gaussian,2910405002.6,0.5312,0.0904,234688.3,0.6594,18181.3,617405.0,0.0627,0.1520,0.3710
73,2022,67,670000.0,8177,jensen,2885459971.6,0.5267,0.0981,234788.7,0.6654,17250.1,617405.0,0.0638,0.1543,0.3644
73,2022,67,670000.0,8177,curl,2912619532.0,0.5316,0.0897,234789.7,0.6592,17976.7,617405.0,0.0625,0.1523,0.3714
80,2022,60,600000.0,8016,gaussian,2659453935.3,0.5529,0.0663,210484.2,0.6344,15298.7,552900.0,0.0503,0.1396,0.4057
80,2022,60,600000.0,8016,jensen,2650534878.0,0.5511,0.0694,210633.1,0.6370,14796.8,552900.0,0.0503,0.1413,0.4041
80,2022,60,600000.0,8016,curl,2661064490.2,0.5533,0.0657,210600.7,0.6344,15216.0,552900.0,0.0508,0.1393,0.4062
83,2022,58,580000.0,7864,gaussian,1739220884.4,0.3813,0.2370,201905.0,0.9129,5453.1,534470.0,0.0654,0.2974,0.2317
83,2022,58,580000.0,7864,jensen,1558071521.0,0.3416,0.3165,197320.1,0.9959,5035.6,534470.0,0.0596,0.3505,0.1956
83,2022,58,580000.0,7864,curl,1710076651.2,0.3749,0.2498,201702.7,0.9276,5181.3,534470.0,0.0608,0.3073,0.2279
84,2022,57,570000.0,7880,gaussian,1983206397.2,0.4415,0.1185,192643.3,0.7654,11914.9,525255.0,0.0514,0.2013,0.2522
84,2022,57,570000.0,7880,jensen,1929939358.0,0.4297,0.1422,190799.7,0.7790,10877.2,525255.0,0.0472,0.2108,0.2341
84,2022,57,570000.0,7880,curl,1975964706.1,0.4399,0.1218,192530.0,0.7678,11504.5,525255.0,0.0499,0.2034,0.2510
87,2022,56,560000.0,8151,gaussian,2318613348.6,0.5080,0.0930,193716.7,0.6810,13124.2,516040.0,0.0595,0.1548,0.3326
87,2022,56,560000.0,8151,jensen,2299838773.3,0.5038,0.1003,193766.4,0.6867,12753.0,516040.0,0.0600,0.1595,0.3271
87,2022,56,560000.0,8151,curl,2319384436.9,0.5081,0.0927,193894.2,0.6814,13004.6,516040.0,0.0594,0.1568,0.3332
93,2022,2,20000.0,8190,gaussian,99248651.2,0.6059,0.0004,6811.6,0.5621,856.3,18430.0,0.0507,0.1082,0.4662
93,2022,2,20000.0,8190,jensen,99262264.5,0.6060,0.0002,6811.2,0.5620,856.3,18430.0,0.0508,0.1081,0.4664
93,2022,2,20000.0,8190,curl,99253043.5,0.6059,0.0003,6811.5,0.5621,856.3,18430.0,0.0508,0.1082,0.4663
96,2022,50,500000.0,8119,gaussian,1636389057.5,0.4031,0.1844,165541.0,0.8213,8326.0,460750.0,0.0766,0.2185,0.2205
96,2022,50,500000.0,8119,jensen,1544011987.1,0.3803,0.2305,163964.7,0.8622,7423.8,460750.0,0.0711,0.2473,0.1958
96,2022,50,500000.0,8119,curl,1623676946.6,0.4000,0.1908,165438.5,0.8273,7847.0,460750.0,0.0673,0.2238,0.2175
99,2022,48,480000.0,7897,gaussian,1173767965.0,0.3097,0.3390,146059.3,0.9827,4655.4,442320.0,0.0556,0.3332,0.1300
99,2022,48,480000.0,7897,jensen,902056976.3,0.2380,0.4920,127642.5,1.1174,3954.3,442253.8,0.0388,0.4226,0.0753
99,2022,48,480000.0,7897,curl,1123017033.2,0.2963,0.3675,143524.8,1.0093,4158.2,442320.0,0.0428,0.3472,0.1228
100,2022,48,480000.0,7993,gaussian,1546096059.8,0.4030,0.1214,159411.9,0.8241,8049.3,442320.0,0.0562,0.2338,0.2114
100,2022,48,480000.0,7993,jensen,1438182143.1,0.3749,0.1827,156237.4,0.8683,7456.3,442320.0,0.0542,0.2645,0.1793
100,2022,48,480000.0,7993,curl,1523361341.7,0.3971,0.1343,158976.0,0.8341,7606.4,442320.0,0.0517,0.2388,0.2056
102,2022,45,450000.0,8034,gaussian,1360203839.6,0.3762,0.1762,144583.5,0.8540,7381.0,414675.0,0.0564,0.2313,0.1858
102,2022,45,450000.0,8034,jensen,1284693117.6,0.3553,0.2219,142385.0,0.8904,6589.5,414675.0,0.0505,0.2569,0.1658
102,2022,45,450000.0,8034,curl,1346810952.7,0.3725,0.1843,144356.7,0.8611,6915.8,414675.0,0.0527,0.2344,0.1825
113,2022,36,360000.0,8079,gaussian,1297581603.1,0.4461,0.1135,124655.2,0.7761,6899.2,331740.0,0.0654,0.2051,0.2718
113,2022,36,360000.0,8079,jensen,1261884224.7,0.4339,0.1379,124344.5,0.7961,6169.7,331740.0,0.0579,0.2186,0.2609
113,2022,36,360000.0,8079,curl,1290667339.8,0.4438,0.1182,124596.6,0.7799,6732.0,331740.0,0.0592,0.2070,0.2691
116,2022,35,350000.0,8128,gaussian,1486190450.8,0.5224,0.0767,119446.8,0.6533,9253.9,322525.0,0.0639,0.1420,0.3392
116,2022,35,350000.0,8128,jensen,1477261991.5,0.5193,0.0822,119453.4,0.6572,9236.0,322525.0,0.0607,0.1431,0.3359
116,2022,35,350000.0,8128,curl,1485824589.5,0.5223,0.0769,119444.4,0.6534,9458.8,322525.0,0.0594,0.1403,0.3393
121,2022,30,300000.0,8189,gaussian,1254124757.1,0.5105,0.1227,104517.7,0.6825,6730.4,276450.0,0.0818,0.1608,0.3447
121,2022,30,300000.0,8189,jensen,1178779286.5,0.4798,0.1754,104676.8,0.7272,5950.1,276450.0,0.0745,0.1815,0.3121
121,2022,30,300000.0,8189,curl,1239667229.8,0.5046,0.1328,104563.2,0.6907,6568.2,276450.0,0.0723,0.1635,0.3392
122,2022,30,300000.0,8142,gaussian,1067969768.8,0.4372,0.1844,101304.0,0.7723,5481.1,276450.0,0.0647,0.2022,0.2476
122,2022,30,300000.0,8142,jensen,950376854.5,0.3891,0.2742,99339.3,0.8511,4637.1,276450.0,0.0624,0.2526,0.2006
122,2022,30,300000.0,8142,curl,1045194508.9,0.4279,0.2018,101304.3,0.7892,5189.8,276450.0,0.0625,0.2138,0.2401
123,2022,30,300000.0,7799,gaussian,1098164244.1,0.4694,0.1404,106893.7,0.7591,4942.8,276450.0,0.0796,0.2134,0.3070
123,2022,30,300000.0,7799,jensen,1029335066.2,0.4399,0.1943,107355.9,0.8134,4440.2,276450.0,0.0760,0.2462,0.2870
123,2022,30,300000.0,7799,curl,1084504790.0,0.4635,0.1511,107009.9,0.7695,4681.5,276450.0,0.0710,0.2194,0.3049
127,2022,9,90000.0,8039,gaussian,406918949.4,0.5624,0.0306,31626.4,0.6248,2468.9,82935.0,0.0481,0.1535,0.4116
127,2022,9,90000.0,8039,jensen,405395347.6,0.5603,0.0342,31625.5,0.6271,2368.5,82935.0,0.0455,0.1551,0.4090
127,2022,9,90000.0,8039,curl,406404607.5,0.5617,0.0318,31640.1,0.6259,2449.1,82935.0,0.0464,0.1542,0.4109
128,2022,27,270000.0,8119,gaussian,965197500.8,0.4403,0.1787,92284.4,0.7763,4124.7,248805.0,0.0721,0.2127,0.2526
128,2022,27,270000.0,8119,jensen,860174746.3,0.3924,0.2680,90839.4,0.8574,3435.0,248805.0,0.0644,0.2685,0.2066
128,2022,27,270000.0,8119,curl,945396747.5,0.4313,0.1955,92195.0,0.7918,3781.7,248805.0,0.0632,0.2218,0.2442
137,2022,21,210000.0,7937,gaussian,757179287.8,0.4543,0.0973,70560.4,0.7396,4139.6,193515.0,0.0423,0.1906,0.2522
137,2022,21,210000.0,7937,jensen,734019986.7,0.4404,0.1249,70277.4,0.7599,3768.0,193515.0,0.0422,0.2023,0.2377
137,2022,21,210000.0,7937,curl,751677527.3,0.4510,0.1039,70549.6,0.7449,3921.6,193515.0,0.0393,0.1921,0.2491
142,2022,18,180000.0,8189,gaussian,648668009.7,0.4401,0.1310,60982.2,0.7699,3370.0,165870.0,0.0364,0.1907,0.2536
142,2022,18,180000.0,8189,jensen,608354267.2,0.4127,0.1850,60321.9,0.8120,2997.5,165870.0,0.0336,0.2174,0.2253
142,2022,18,180000.0,8189,curl,639681764.9,0.4340,0.1430,60945.3,0.7802,3211.8,165870.0,0.0355,0.1977,0.2472
144,2022,16,160000.0,8122,gaussian,651251400.6,0.5011,0.0547,53774.2,0.6706,4742.5,147440.0,0.0555,0.1423,0.3029
144,2022,16,160000.0,8122,jensen,624394991.5,0.4805,0.0937,53479.4,0.6956,4562.1,147440.0,0.0512,0.1562,0.2749
144,2022,16,160000.0,8122,curl,645767588.0,0.4969,0.0627,53784.9,0.6765,4644.7,147440.0,0.0552,0.1452,0.2967
148,2022,11,110000.0,8114,gaussian,384657653.7,0.4310,0.0879,35577.6,0.7505,2662.5,101365.0,0.0375,0.1818,0.2188
148,2022,11,110000.0,8114,jensen,372748922.9,0.4176,0.1161,35319.0,0.7688,2475.4,101365.0,0.0365,0.1921,0.2027
148,2022,11,110000.0,8114,curl,381448086.0,0.4274,0.0955,35554.8,0.7563,2561.8,101365.0,0.0370,0.1846,0.2146
149,2022,11,110000.0,7814,gaussian,329739628.6,0.3836,0.0599,34643.4,0.8210,2043.7,101365.0,0.0357,0.2263,0.1719
149,2022,11,110000.0,7814,jensen,303259830.7,0.3528,0.1354,33664.7,0.8674,1740.6,101365.0,0.0329,0.2547,0.1403
149,2022,11,110000.0,7814,curl,324379125.8,0.3774,0.0752,34606.2,0.8336,1882.4,101365.0,0.0343,0.2348,0.1670
150,2022,11,110000.0,8001,gaussian,440063831.1,0.5000,0.0663,37584.0,0.6833,2645.4,101365.0,0.0621,0.1584,0.3181
150,2022,11,110000.0,8001,jensen,432095553.2,0.4910,0.0833,37566.2,0.6956,2404.3,101365.0,0.0612,0.1655,0.3046
150,2022,11,110000.0,8001,curl,437675951.2,0.4973,0.0714,37606.9,0.6875,2519.9,101365.0,0.0589,0.1611,0.3150
152,2022,10,100000.0,8249,gaussian,441619160.0,0.5354,0.0494,33968.0,0.6345,2894.4,92150.0,0.0519,0.1348,0.3522
